Agency,Component,Description,No. of Times Used,Total,Year
PC,OIG,Unable to locate requester,2,2.0,2014
PC,OIG,Assigned to other bureau/office for response,1,17.0,2014
PC,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
PC,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
PC,OIG,Requester failed to provide requested clarification,5,17.0,2014
PC,OIG,Request administratively closed,5,17.0,2014
PC,OIG,Records referred not related or indexed to requester,2,2.0,2014
PC,OIG,,0,0.0,2014
PC,OIG,In Litigation,1,21.0,2014
PC,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
PC,OIG,,0,0.0,2014
PC,FOIA Office,,0,0.0,2014
PC,FOIA Office,,0,0.0,2014
PC,OIG,,0,0.0,2014
PC,OIG,Not applicable.,0,0.0,2014
PC,OIG,,0,0.0,2014
PC,OIG,,0,0.0,2014
PC,OIG,In Litigation,1,1.0,2014
PC,OIG,,0,0.0,2014
PC,OIG,,0,0.0,2014
SEC,HQ,,0,0.0,2014
SEC,HQ,,0,0.0,2014
SEC,HQ,,0,0.0,2014
State,OIG,,0,0.0,2014
State,DoS,,0,0.0,2014
State,OIG,,0,0.0,2014
State,OIG,Transferred to another DOT component,9,9.0,2014
State,OIG,Unable to locate requester,2,2.0,2014
State,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
State,OIG,Requester failed to provide requested clarification,5,17.0,2014
State,OIG,Request administratively closed,5,17.0,2014
State,OIG,Assigned to other bureau/office for response,1,17.0,2014
State,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
State,OIG,Records referred not related or indexed to requester,2,2.0,2014
State,OIG,,0,0.0,2014
State,OIG,In Litigation,1,21.0,2014
State,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
State,OIG,,0,0.0,2014
State,OIG,,0,0.0,2014
State,OIG,Not applicable.,0,0.0,2014
State,OIG,,0,0.0,2014
State,OIG,,0,0.0,2014
State,OIG,In Litigation,1,1.0,2014
State,OIG,,0,0.0,2014
State,OIG,,0,0.0,2014
Treasury,DO,,0,0.0,2014
Treasury,TTB,Records Publicly Available,3,3.0,2014
Treasury,OCC,,0,0.0,2014
Treasury,BEP,,0,0.0,2014
Treasury,IRS,FOIA Litigation,21,21.0,2014
Treasury,MINT,FOIA Requests Aggregated,1,1.0,2014
Treasury,TIGTA,,0,0.0,2014
Treasury,FinCEN,,0,0.0,2014
Treasury,CFPB,,0,0.0,2014
Treasury,Fiscal Service,Referred records determined to be non-responsive,1,1.0,2014
U.S. DOL,OIG,,0,0.0,2014
U.S. DOL,OIG,,0,0.0,2014
U.S. DOL,OIG,Transferred to another DOT component,9,9.0,2014
U.S. DOL,OIG,Unable to locate requester,2,2.0,2014
U.S. DOL,OIG,Assigned to other bureau/office for response,1,17.0,2014
U.S. DOL,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
U.S. DOL,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
U.S. DOL,OIG,Requester failed to provide requested clarification,5,17.0,2014
U.S. DOL,OIG,Request administratively closed,5,17.0,2014
U.S. DOL,SOL,Request administratively closed,1,8.0,2014
U.S. DOL,SOL,Assigned to other bureau/office for response,7,8.0,2014
U.S. DOL,ADJ BDS,,0,0.0,2014
U.S. DOL,ALJ,,0,0.0,2014
U.S. DOL,ASP,,0,0.0,2014
U.S. DOL,OPA,,0,0.0,2014
U.S. DOL,CFO,,0,0.0,2014
U.S. DOL,EBSA,,0,0.0,2014
U.S. DOL,ETA,,0,0.0,2014
U.S. DOL,ILAB,,0,0.0,2014
U.S. DOL,BLS,,0,0.0,2014
U.S. DOL,MSHA,,0,0.0,2014
U.S. DOL,OSHA,,0,0.0,2014
U.S. DOL,OASAM,Request Transferred,9,9.0,2014
U.S. DOL,OCIA,,0,0.0,2014
U.S. DOL,ODEP,,0,0.0,2014
U.S. DOL,OIG,Records referred not related or indexed to requester,2,2.0,2014
U.S. DOL,SOL,Department provided a consolidated response,3,3.0,2014
U.S. DOL,VETS,Department provided a consolidated response,2,2.0,2014
U.S. DOL,WB,,0,0.0,2014
U.S. DOL,OIG,,0,0.0,2014
U.S. DOL,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
U.S. DOL,OIG,In Litigation,1,21.0,2014
U.S. DOL,OIG,,0,0.0,2014
U.S. DOL,OIG,,0,0.0,2014
U.S. DOL,OIG,Not applicable.,0,0.0,2014
U.S. DOL,OFCCP,,0,0.0,2014
U.S. DOL,OLMS,,0,0.0,2014
U.S. DOL,OWCP,,0,0.0,2014
U.S. DOL,WHD,Department provided a consolidated response,7,7.0,2014
U.S. DOL,OIG,,0,0.0,2014
U.S. DOL,OIG,,0,0.0,2014
U.S. DOL,OIG,In Litigation,1,1.0,2014
U.S. DOL,OSEC,,0,0.0,2014
U.S. DOL,EXEC SEC,,0,0.0,2014
U.S. DOL,OIG,,0,0.0,2014
U.S. DOL,OIG,,0,0.0,2014
US RRB,OIG,,0,0.0,2014
US RRB,OIG,,0,0.0,2014
US RRB,OIG,Transferred to another DOT component,9,9.0,2014
US RRB,OIG,Unable to locate requester,2,2.0,2014
US RRB,OIG,Requester failed to provide requested clarification,5,17.0,2014
US RRB,OIG,Request administratively closed,5,17.0,2014
US RRB,OIG,Assigned to other bureau/office for response,1,17.0,2014
US RRB,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
US RRB,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
US RRB,OIG,Records referred not related or indexed to requester,2,2.0,2014
US RRB,OIG,,0,0.0,2014
US RRB,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
US RRB,OIG,In Litigation,1,21.0,2014
US RRB,OIG,,0,0.0,2014
US RRB,RRB,,0,0.0,2014
US RRB,OIG,,0,0.0,2014
US RRB,OIG,Not applicable.,0,0.0,2014
US RRB,OIG,,0,0.0,2014
US RRB,OIG,,0,0.0,2014
US RRB,OIG,In Litigation,1,1.0,2014
US RRB,OIG,,0,0.0,2014
US RRB,OIG,,0,0.0,2014
USDA,OIG,,0,0.0,2014
USDA,OIG,,0,0.0,2014
USDA,OIG,Transferred to another DOT component,9,9.0,2014
USDA,OGC,,0,0.0,2014
USDA,OIG,Unable to locate requester,2,2.0,2014
USDA,OIG,Assigned to other bureau/office for response,1,17.0,2014
USDA,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
USDA,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
USDA,OIG,Requester failed to provide requested clarification,5,17.0,2014
USDA,OIG,Request administratively closed,5,17.0,2014
USDA,OIG,Records referred not related or indexed to requester,2,2.0,2014
USDA,FSA,No response from Requester,3,3.0,2014
USDA,OCFO,,0,0.0,2014
USDA,OGC,,0,0.0,2014
USDA,OIG,,0,0.0,2014
USDA,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
USDA,OIG,In Litigation,1,21.0,2014
USDA,OIG,,0,0.0,2014
USDA,OIG,,0,0.0,2014
USDA,APHIS,No response from requester.,12,12.0,2014
USDA,FNCS,No response from requester.,15,15.0,2014
USDA,OIG,Not applicable.,0,0.0,2014
USDA,FSA,Requester failed to provide adequate mailing address.,1,11.0,2014
USDA,FSA,Requester Referred to Public Website.,4,11.0,2014
USDA,FSA,Records Not Available in Format Requested.,3,11.0,2014
USDA,FSA,Glomar.,1,11.0,2014
USDA,FSA,No response from requester.,2,11.0,2014
USDA,OCFO,Not applicable.,0,0.0,2014
USDA,NRCS,No response from requester.,28,28.0,2014
USDA,AMS,No response from requester.,1,1.0,2014
USDA,OGC,Administratively closed after failure to respond to inquiry from agency.,2,4.0,2014
USDA,OGC,Misdirected requests.,2,4.0,2014
USDA,RD,No response from requester.,29,29.0,2014
USDA,REE,No response from requester.,6,6.0,2014
USDA,RMA,No response from requester.,2,2.0,2014
USDA,FAS,Not applicable,0,0.0,2014
USDA,OBPA,Not applicable.,0,0.0,2014
USDA,GIPSA,No response from requester.,1,1.0,2014
USDA,FS,No response from requester.,48,48.0,2014
USDA,ASCR,No response from requester.,0,0.0,2014
USDA,FSIS,No response from requester.,11,11.0,2014
USDA,NAD,Not applicable.,0,0.0,2014
USDA,OIG,,0,0.0,2014
USDA,OIG,,0,0.0,2014
USDA,OGC,,0,0.0,2014
USDA,OIG,In Litigation,1,1.0,2014
USDA,OSEC,,0,0.0,2014
USDA,OIG,,0,0.0,2014
USDA,OSEC/OCIO/DM,No response from requester.,14,14.0,2014
USDA,OIG,,0,0.0,2014
USPS,OIG,,0,0.0,2014
USPS,OIG,,0,0.0,2014
USPS,OIG,Transferred to another DOT component,9,9.0,2014
USPS,OIG,Unable to locate requester,2,2.0,2014
USPS,OIG,Requester failed to provide written consent of subject individual,1,17.0,2014
USPS,OIG,Requester failed to provide requested clarification,5,17.0,2014
USPS,OIG,Request administratively closed,5,17.0,2014
USPS,OIG,Assigned to other bureau/office for response,1,17.0,2014
USPS,OIG,Requester did not respond to the bureau's communications/unable to locate requester,5,17.0,2014
USPS,OIG,Records referred not related or indexed to requester,2,2.0,2014
USPS,OIG,,0,0.0,2014
USPS,OIG,Administrative Closure- Based on response/non-response to continued interest correspondence,20,21.0,2014
USPS,OIG,In Litigation,1,21.0,2014
USPS,OIG,,0,0.0,2014
USPS,OIG,,0,0.0,2014
USPS,OIG,Not applicable.,0,0.0,2014
USPS,OIG,,0,0.0,2014
USPS,OIG,,0,0.0,2014
USPS,PS,,0,0.0,2014
USPS,OIG,In Litigation,1,1.0,2014
USPS,PIS,,0,0.0,2014
USPS,OIG,,0,0.0,2014
USPS,OIG,,0,0.0,2014
VA,IG,,0,0.0,2014
VA,ORM,Requestor died before request was completed,1,1.0,2014
VA,VBA,Subsumed by litigation,1,1.0,2014
VA,VHA,Subsumed by litigation,1,4.0,2014
VA,VHA,Requestor died before request was completed,3,4.0,2014
VA,SEC,Referred to the web,160,336.0,2014
VA,SEC,Records lost or destroyed,89,336.0,2014
VA,SEC,Cancelled*,87,336.0,2014
CNCS,OIG,,0,0.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,Opened in Error,8,8.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,Unable to locate requester,2,5.0,2015
CNCS,OIG,Opened in Error,3,5.0,2015
CNCS,OIG,Assigned to other bureau/office for response,1,8.0,2015
CNCS,OIG,Requester failed to provide requested clarification,4,8.0,2015
CNCS,OIG,Publicly Available Information,1,8.0,2015
CNCS,OIG,Request administratively closed,2,8.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,Request Opened in Error,8,8.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,,0,0.0,2015
CNCS,OIG,,0,0.0,2015
CSOSA,HQ,,0,0.0,2015
CSOSA,HQ,,0,0.0,2015
CSOSA,HQ,Litigation,1,241.0,2015
CSOSA,HQ,Request Opened in Error,240,241.0,2015
CSOSA,HQ,Publicly Available Information,10,10.0,2015
CSOSA,HQ,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,OLA,Referred Records Improperly Directed,1,4.0,2015
DHS,OLA,Directed Requester to Another Entity Subject to the FOIA,3,4.0,2015
DHS,OIG,,0,0.0,2015
DHS,OIG,Opened in Error,8,8.0,2015
DHS,OGC,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,OGC,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,CBP,,0,0.0,2015
DHS,CRCL,,0,0.0,2015
DHS,FEMA,Unable to locate requester,23,41.0,2015
DHS,FEMA,Litigation,17,41.0,2015
DHS,FEMA,Opened in Error,1,41.0,2015
DHS,FLETC,,0,0.0,2015
DHS,I&A,,0,0.0,2015
DHS,ICE,Referred Records are Non Responsive,46,4180.0,2015
DHS,ICE,Fugitive Disentitlement,4053,4180.0,2015
DHS,ICE,Unable to locate requester,77,4180.0,2015
DHS,ICE,Litigation,4,4180.0,2015
DHS,NPPD,Unable to locate requester,1,1.0,2015
DHS,OIG,Unable to locate requester,2,5.0,2015
DHS,OIG,Opened in Error,3,5.0,2015
DHS,PRIV,Litigation,1,6.0,2015
DHS,PRIV,Unable to locate requester,1,6.0,2015
DHS,PRIV,Aggregated,4,6.0,2015
DHS,S&T,,0,0.0,2015
DHS,TSA,Unable to locate requester,7,9.0,2015
DHS,TSA,Litigation,2,9.0,2015
DHS,USCG,Unable to locate requester,104,104.0,2015
DHS,USCIS,,0,0.0,2015
DHS,USSS,Opened in Error,6,16.0,2015
DHS,USSS,Referred Records are Non Responsive,10,16.0,2015
DHS,OIG,Requester failed to provide requested clarification,4,8.0,2015
DHS,OIG,Publicly Available Information,1,8.0,2015
DHS,OIG,Request administratively closed,2,8.0,2015
DHS,OIG,Assigned to other bureau/office for response,1,8.0,2015
DHS,OPA,,0,0.0,2015
DHS,CFO,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,OGC,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,OGC,,0,0.0,2015
DHS,OIG,Request Opened in Error,8,8.0,2015
DHS,OGC,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,OLA,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DHS,OIG,,0,0.0,2015
DNFSB,OGC,,0,0.0,2015
DNFSB,OGC,,0,0.0,2015
DNFSB,OGC,,0,0.0,2015
DNFSB,OGC,,0,0.0,2015
DNFSB,OGC,,0,0.0,2015
DOC,OIG,,0,0.0,2015
DOC,OIG,,0,0.0,2015
DOC,OIG,Opened in Error,8,8.0,2015
DOC,OIG,,0,0.0,2015
DOC,OS,Publicly Available Information,13,14.0,2015
DOC,OS,Request Opened in Error,1,14.0,2015
DOC,BIS,Publicly Available Information,1,1.0,2015
DOC,Census,Publicly Available Information,20,23.0,2015
DOC,Census,Aggregate Cases,3,23.0,2015
DOC,EDA,,0,0.0,2015
DOC,ESA,Publicly Available Information,1,1.0,2015
DOC,ITA,,0,0.0,2015
DOC,MBDA,,0,0.0,2015
DOC,NIST,Information available for purchase through NIST vendors,1,1.0,2015
DOC,NOAA,Publicly Available Information,9,9.0,2015
DOC,NTIA,,0,0.0,2015
DOC,NTIS,,0,0.0,2015
DOC,OIG,,0,0.0,2015
DOC,PTO,Request Opened in Error,6,6.0,2015
DOC,OIG,Opened in Error,3,5.0,2015
DOC,OIG,Unable to locate requester,2,5.0,2015
DOC,OIG,Requester failed to provide requested clarification,4,8.0,2015
DOC,OIG,Publicly Available Information,1,8.0,2015
DOC,OIG,Request administratively closed,2,8.0,2015
DOC,OIG,Assigned to other bureau/office for response,1,8.0,2015
DOC,OS,Publicly Available Information,21,77.0,2015
DOC,OS,Request Opened in Error,3,77.0,2015
DOC,OS,Assigned to other bureau/office for response,24,77.0,2015
DOC,OS,Requester failed to provide requested clarification,5,77.0,2015
DOC,OS,Directed Requester to Another Entity Subject to the FOIA,17,77.0,2015
DOC,OS,Request administratively closed,6,77.0,2015
DOC,OS,Unable to locate requester,1,77.0,2015
DOC,OIG,,0,0.0,2015
DOC,OIG,,0,0.0,2015
DOC,OS,,0,0.0,2015
DOC,OIG,,0,0.0,2015
DOC,OIG,,0,0.0,2015
DOC,OIG,,0,0.0,2015
DOC,OIG,,0,0.0,2015
DOC,OIG,Request Opened in Error,8,8.0,2015
DOC,OIG,,0,0.0,2015
DOC,OIG,,0,0.0,2015
DOC,OIG,,0,0.0,2015
DoD,AF,Unable to contact requester,212,352.0,2015
DoD,AF,Litigation,5,352.0,2015
DoD,AF,Misdirected Request,135,352.0,2015
DoD,ASBCA,,0,0.0,2015
DoD,ARMY,Misdirected Request,195,301.0,2015
DoD,ARMY,Litigation,23,301.0,2015
DoD,ARMY,Unable to contact requester,83,301.0,2015
DoD,CENTCOM,Unable to contact requester,1,33.0,2015
DoD,CENTCOM,Misdirected Request,32,33.0,2015
DoD,DCAA,,0,0.0,2015
DoD,DCMA,Unable to contact requester,1,1.0,2015
DoD,DeCA,,0,0.0,2015
DoD,DIA,Unable to contact requester,1,8.0,2015
DoD,DIA,Misdirected Request,7,8.0,2015
DoD,DISA,Litigation,1,8.0,2015
DoD,DISA,Misdirected Request,7,8.0,2015
DoD,DLA,Misdirected Request,114,114.0,2015
DoD,DoDEA,,0,0.0,2015
DoD,DSS,,0,0.0,2015
DoD,DTIC,,0,0.0,2015
DoD,DTRA,,0,0.0,2015
DoD,EUCOM,,0,0.0,2015
DoD,NAVY,Unable to contact requester,119,216.0,2015
DoD,NAVY,Litigation,1,216.0,2015
DoD,NAVY,Misdirected Request,96,216.0,2015
DoD,NGA,Unable to contact requester,8,8.0,2015
DoD,NORTHCOM,,0,0.0,2015
DoD,NRO,,0,0.0,2015
DoD,NSA,Unable to contact requester,2,7.0,2015
DoD,NSA,Misdirected Request,5,7.0,2015
DoD,OSD/JS,Litigation,11,336.0,2015
DoD,OSD/JS,Unable to contact requester,7,336.0,2015
DoD,OSD/JS,Misdirected Request,318,336.0,2015
DoD,PACOM,Unable to contact requester,7,7.0,2015
DoD,SOCOM,Litigation,1,66.0,2015
DoD,SOCOM,Unable to contact requester,10,66.0,2015
DoD,SOCOM,Misdirected Request,55,66.0,2015
DoD,SOUTHCOM,Misdirected Request,4,4.0,2015
DoD,STRATCOM,,0,0.0,2015
DoD,TRANSCOM,Unable to contact requester,11,11.0,2015
DoD,AFRICOM,Misdirected Request,6,8.0,2015
DoD,AFRICOM,Request in Litigation,2,8.0,2015
DoD,NGB,Unable to contact requester,1,3.0,2015
DoD,NGB,Misdirected Request,2,3.0,2015
DoD,DoD IG,Unable to contact requester,55,125.0,2015
DoD,DoD IG,Misdirected Request,70,125.0,2015
DoD,JPRA,Misdirected Request,1,3.0,2015
DoD,JPRA,Litigation,2,3.0,2015
DoD,DHA,,0,0.0,2015
DOE,BPA,,0,0.0,2015
DOE,CBFO,,0,0.0,2015
DOE,CH,,0,0.0,2015
DOE,GFO,,0,0.0,2015
DOE,ID,,0,0.0,2015
DOE,NETL,,0,0.0,2015
DOE,NR,,0,0.0,2015
DOE,ORO,,0,0.0,2015
DOE,EMCBC,,0,0.0,2015
DOE,OSTI,,0,0.0,2015
DOE,SEPA,,0,0.0,2015
DOE,SWPA,,0,0.0,2015
DOE,SPR,,0,0.0,2015
DOE,WAPA,,0,0.0,2015
DOE,HQ,,0,0.0,2015
DOE,HQ,,0,0.0,2015
DOE,NRLFO,,0,0.0,2015
DOE,ROO,,0,0.0,2015
DOE,SRO,,0,0.0,2015
DOE,NNSA,,0,0.0,2015
DOE,HQ,Request Opened in Error,240,241.0,2015
DOE,HQ,Litigation,1,241.0,2015
DOE,HQ,Publicly Available Information,10,10.0,2015
DOE,HQ,,0,0.0,2015
DOI,OIG,,0,0.0,2015
DOI,OIG,,0,0.0,2015
DOI,OIG,Opened in Error,8,8.0,2015
DOI,OIG,,0,0.0,2015
DOI,OS,Publicly Available Information,13,14.0,2015
DOI,OS,Request Opened in Error,1,14.0,2015
DOI,OIG,,0,0.0,2015
DOI,OIG,Unable to locate requester,2,5.0,2015
DOI,OIG,Opened in Error,3,5.0,2015
DOI,BIA,Unable to locate requester,27,92.0,2015
DOI,BIA,Assigned to other bureau/office for response,11,92.0,2015
DOI,BIA,Directed Requester to Another Entity Subject to the FOIA,3,92.0,2015
DOI,BIA,Requester failed to provide requested clarification,45,92.0,2015
DOI,BIA,Publicly Available Information,2,92.0,2015
DOI,BIA,Request Opened in Error,4,92.0,2015
DOI,BLM,Directed Requester to Another Entity Subject to the FOIA,1,67.0,2015
DOI,BLM,Unable to locate requester,4,67.0,2015
DOI,BLM,Request Opened in Error,4,67.0,2015
DOI,BLM,Request administratively closed,12,67.0,2015
DOI,BLM,Publicly Available Information,10,67.0,2015
DOI,BLM,Assigned to other bureau/office for response,13,67.0,2015
DOI,BLM,Requester failed to provide requested clarification,23,67.0,2015
DOI,BOR,Unable to locate requester,2,69.0,2015
DOI,BOR,Assigned to other bureau/office for response,45,69.0,2015
DOI,BOR,Publicly Available Information,2,69.0,2015
DOI,BOR,Requester failed to provide requested clarification,11,69.0,2015
DOI,BOR,Request Opened in Error,7,69.0,2015
DOI,BOR,Request administratively closed,2,69.0,2015
DOI,FWS,Requester failed to provide requested clarification,30,101.0,2015
DOI,FWS,Unable to locate requester,7,101.0,2015
DOI,FWS,Request Opened in Error,9,101.0,2015
DOI,FWS,Directed Requester to Another Entity Subject to the FOIA,4,101.0,2015
DOI,FWS,Publicly Available Information,8,101.0,2015
DOI,FWS,Assigned to other bureau/office for response,32,101.0,2015
DOI,FWS,Request administratively closed,11,101.0,2015
DOI,NPS,Assigned to other bureau/office for response,3,52.0,2015
DOI,NPS,Unable to locate requester,12,52.0,2015
DOI,NPS,Request Opened in Error,1,52.0,2015
DOI,NPS,Directed Requester to Another Entity Subject to the FOIA,1,52.0,2015
DOI,NPS,Requester failed to provide requested clarification,31,52.0,2015
DOI,NPS,Request administratively closed,4,52.0,2015
DOI,OIG,Request administratively closed,2,8.0,2015
DOI,OIG,Assigned to other bureau/office for response,1,8.0,2015
DOI,OIG,Requester failed to provide requested clarification,4,8.0,2015
DOI,OIG,Publicly Available Information,1,8.0,2015
DOI,OS,Assigned to other bureau/office for response,24,77.0,2015
DOI,OS,Requester failed to provide requested clarification,5,77.0,2015
DOI,OS,Directed Requester to Another Entity Subject to the FOIA,17,77.0,2015
DOI,OS,Request administratively closed,6,77.0,2015
DOI,OS,Unable to locate requester,1,77.0,2015
DOI,OS,Publicly Available Information,21,77.0,2015
DOI,OS,Request Opened in Error,3,77.0,2015
DOI,OSM,Requester failed to provide requested clarification,3,7.0,2015
DOI,OSM,Unable to locate requester,1,7.0,2015
DOI,OSM,Assigned to other bureau/office for response,2,7.0,2015
DOI,OSM,Directed Requester to Another Entity Subject to the FOIA,1,7.0,2015
DOI,SOL,Request administratively closed,1,17.0,2015
DOI,SOL,Unable to locate requester,7,17.0,2015
DOI,SOL,Assigned to other bureau/office for response,4,17.0,2015
DOI,SOL,Directed Requester to Another Entity Subject to the FOIA,5,17.0,2015
DOI,USGS,Assigned to other bureau/office for response,3,21.0,2015
DOI,USGS,Requester failed to provide requested clarification,3,21.0,2015
DOI,USGS,Unable to locate requester,1,21.0,2015
DOI,USGS,Publicly Available Information,9,21.0,2015
DOI,USGS,Directed Requester to Another Entity Subject to the FOIA,4,21.0,2015
DOI,USGS,Request Opened in Error,1,21.0,2015
DOI,OIG,,0,0.0,2015
DOI,SOL,,0,0.0,2015
DOI,OCIO,,0,0.0,2015
DOI,OIG,,0,0.0,2015
DOI,OS,,0,0.0,2015
DOI,OIG,,0,0.0,2015
DOI,OIG,,0,0.0,2015
DOI,OIG,,0,0.0,2015
DOI,OIG,,0,0.0,2015
DOI,OIG,Request Opened in Error,8,8.0,2015
DOI,OIG,,0,0.0,2015
DOI,OIG,,0,0.0,2015
DOI,BOEM,Publicly Available Information,1,29.0,2015
DOI,BOEM,Assigned to other bureau/office for response,23,29.0,2015
DOI,BOEM,Requester failed to provide requested clarification,5,29.0,2015
DOI,BSEE,Request administratively closed,2,23.0,2015
DOI,BSEE,Request Opened in Error,1,23.0,2015
DOI,BSEE,Requester failed to provide requested clarification,8,23.0,2015
DOI,BSEE,Directed Requester to Another Entity Subject to the FOIA,4,23.0,2015
